12.01608,0,2,2.55739404963333,156,621,10,6,-1896,-542,575,-44,NorthWall,60
15.49453,0,4,2.55667185743368,156,621,10,6,-1896,-542,575,-44,Target2,60
45.29911,0,2,45.2992758999999,156,621,10,6,-1896,-542,575,-44,NorthWall,60
46.91491,0,2,46.9151095999996,156,621,10,6,-1896,-542,575,-44,FilingCabinetThreeStack_Case (1),00
54.23439,0,4,54.2343995000001,156,621,10,6,-1896,-542,575,-44,Egg03,00
